ponto_id,lat,lon
0,-8.0556135,-34.95171
3,-8.0556135,-34.95171
8,-8.0556135,-34.95171
10,-8.0556135,-34.95171
12,-8.0556135,-34.95171
14,-8.0556135,-34.95171
17,-8.0556135,-34.95171
19,-8.0556135,-34.95171
23,-8.0556135,-34.95171
29,-8.0556135,-34.95171
30,-8.0556135,-34.95171
31,-8.0556135,-34.95171
33,-8.0556135,-34.95171
36,-8.0556135,-34.95171
37,-8.0556135,-34.95171
39,-8.0556135,-34.95171
41,-8.0556135,-34.95171
46,-8.0556135,-34.95171
47,-8.0556135,-34.95171
48,-8.0556135,-34.95171
50,-8.0556135,-34.95171
56,-8.0556135,-34.95171
58,-8.0556135,-34.95171
59,-8.0556135,-34.95171
61,-8.0556135,-34.95171
65,-8.0556135,-34.95171
68,-8.0556135,-34.95171
69,-8.0556135,-34.95171
70,-8.0556135,-34.95171
73,-8.0556135,-34.95171
76,-8.0556135,-34.95171
79,-8.0556135,-34.95171
80,-8.0556135,-34.95171
81,-8.0556135,-34.95171
87,-8.0556135,-34.95171
88,-8.0556135,-34.95171
91,-8.0556135,-34.95171
92,-8.0556135,-34.95171
93,-8.0556135,-34.95171
95,-8.0556135,-34.95171
96,-8.0556135,-34.95171
99,-8.0556135,-34.95171
100,-8.0556135,-34.95171
101,-8.0556135,-34.95171
102,-8.0556135,-34.95171
103,-8.0556135,-34.95171
104,-8.0556135,-34.95171
106,-8.0556135,-34.95171
107,-8.0556135,-34.95171
108,-8.0556135,-34.95171
111,-8.0556135,-34.95171
118,-8.0556135,-34.95171
119,-8.0556135,-34.95171
122,-8.0556135,-34.95171
131,-8.0556135,-34.95171
132,-8.0556135,-34.95171
135,-8.0556135,-34.95171
144,-8.0556135,-34.95171
149,-8.0556135,-34.95171
151,-8.0556135,-34.95171
157,-8.0556135,-34.95171
164,-8.0556135,-34.95171
167,-8.0556135,-34.95171
168,-8.0556135,-34.95171
169,-8.0556135,-34.95171
172,-8.0556135,-34.95171
176,-8.0556135,-34.95171
177,-8.0556135,-34.95171
179,-8.0556135,-34.95171
180,-8.0556135,-34.95171
181,-8.0556135,-34.95171
185,-8.0556135,-34.95171
196,-8.0556135,-34.95171
199,-8.0556135,-34.95171
209,-8.0556135,-34.95171
211,-8.0556135,-34.95171
212,-8.0556135,-34.95171
214,-8.0556135,-34.95171
217,-8.0556135,-34.95171
218,-8.0556135,-34.95171
221,-8.0556135,-34.95171
222,-8.0556135,-34.95171
229,-8.0556135,-34.95171
230,-8.0556135,-34.95171
233,-8.0556135,-34.95171
239,-8.0556135,-34.95171
245,-8.0556135,-34.95171
247,-8.0556135,-34.95171
248,-8.0556135,-34.95171
251,-8.0556135,-34.95171
252,-8.0556135,-34.95171
257,-8.0556135,-34.95171
263,-8.0556135,-34.95171
265,-8.0556135,-34.95171
267,-8.0556135,-34.95171
274,-8.0556135,-34.95171
286,-8.0556135,-34.95171
288,-8.0556135,-34.95171
291,-8.0556135,-34.95171
292,-8.0556135,-34.95171
300,-8.0556135,-34.95171
304,-8.0556135,-34.95171
308,-8.0556135,-34.95171
311,-8.0556135,-34.95171
315,-8.0556135,-34.95171
316,-8.0556135,-34.95171
318,-8.0556135,-34.95171
319,-8.0556135,-34.95171
321,-8.0556135,-34.95171
323,-8.0556135,-34.95171
328,-8.0556135,-34.95171
330,-8.0556135,-34.95171
332,-8.0556135,-34.95171
333,-8.0556135,-34.95171
334,-8.0556135,-34.95171
335,-8.0556135,-34.95171
337,-8.0556135,-34.95171
346,-8.0556135,-34.95171
349,-8.0556135,-34.95171
350,-8.0556135,-34.95171
353,-8.0556135,-34.95171
354,-8.0556135,-34.95171
360,-8.0556135,-34.95171
367,-8.0556135,-34.95171
379,-8.0556135,-34.95171
381,-8.0556135,-34.95171
385,-8.0556135,-34.95171
388,-8.0556135,-34.95171
393,-8.0556135,-34.95171
394,-8.0556135,-34.95171
400,-8.0556135,-34.95171
401,-8.0556135,-34.95171
402,-8.0556135,-34.95171
408,-8.0556135,-34.95171
409,-8.0556135,-34.95171
411,-8.0556135,-34.95171
415,-8.0556135,-34.95171
416,-8.0556135,-34.95171
427,-8.0556135,-34.95171
429,-8.0556135,-34.95171
433,-8.0556135,-34.95171
435,-8.0556135,-34.95171
439,-8.0556135,-34.95171
445,-8.0556135,-34.95171
447,-8.0556135,-34.95171
449,-8.0556135,-34.95171
453,-8.0556135,-34.95171
455,-8.0556135,-34.95171
457,-8.0556135,-34.95171
461,-8.0556135,-34.95171
462,-8.0556135,-34.95171
465,-8.0556135,-34.95171
468,-8.0556135,-34.95171
472,-8.0556135,-34.95171
473,-8.0556135,-34.95171
474,-8.0556135,-34.95171
476,-8.0556135,-34.95171
477,-8.0556135,-34.95171
483,-8.0556135,-34.95171
485,-8.0556135,-34.95171
486,-8.0556135,-34.95171
487,-8.0556135,-34.95171
495,-8.0556135,-34.95171
496,-8.0556135,-34.95171
500,-8.0556135,-34.95171
503,-8.0556135,-34.95171
509,-8.0556135,-34.95171
510,-8.0556135,-34.95171
511,-8.055648,-34.95171
513,-8.0556135,-34.95171
518,-8.0556135,-34.95171
524,-8.0556135,-34.95171
528,-8.0556135,-34.95171
530,-8.0556135,-34.95171
532,-8.0556135,-34.95171
533,-8.0556135,-34.95171
538,-8.0556135,-34.95171
540,-8.0556135,-34.95171
543,-8.0556135,-34.95171
544,-8.0556135,-34.95171
550,-8.0556135,-34.95171
551,-8.0556135,-34.95171
554,-8.0556135,-34.95171
555,-8.0556135,-34.95171
563,-8.0556135,-34.95171
564,-8.0556135,-34.95171
567,-8.0556135,-34.95171
568,-8.0556135,-34.95171
