ponto_id,lat,lon
0,-8.055605000000012,-34.951728
3,-8.055605000000012,-34.951728
8,-8.055605000000012,-34.951728
10,-8.055605000000012,-34.951728
12,-8.055605000000012,-34.951728
14,-8.055605000000012,-34.951728
17,-8.055605000000012,-34.951728
19,-8.055605000000012,-34.951728
23,-8.055605000000012,-34.951728
29,-8.055605000000012,-34.951728
30,-8.055605000000012,-34.951728
31,-8.055605000000012,-34.951728
33,-8.055605000000012,-34.951728
36,-8.055605000000012,-34.951728
37,-8.055605000000012,-34.951728
39,-8.055605000000012,-34.951728
41,-8.055605000000012,-34.951728
46,-8.055605000000012,-34.951728
47,-8.055605000000012,-34.951728
48,-8.055605000000012,-34.951728
50,-8.055605000000012,-34.951728
56,-8.055605000000012,-34.951728
58,-8.055605000000012,-34.951728
59,-8.055605000000012,-34.951728
61,-8.055605000000012,-34.951728
65,-8.055605000000012,-34.951728
68,-8.055605000000012,-34.951728
69,-8.055605000000012,-34.951728
70,-8.055605000000012,-34.951728
73,-8.055605000000012,-34.951728
76,-8.055605000000012,-34.951728
79,-8.055605000000012,-34.951728
80,-8.055605000000012,-34.951728
81,-8.055605000000012,-34.951728
87,-8.055605000000012,-34.951728
88,-8.055605000000012,-34.951728
91,-8.055605000000012,-34.951728
92,-8.055605000000012,-34.951728
93,-8.055605000000012,-34.951728
95,-8.055605000000012,-34.951728
96,-8.055605000000012,-34.951728
99,-8.055605000000012,-34.951728
100,-8.055605000000012,-34.951728
101,-8.055605000000012,-34.951728
102,-8.055605000000012,-34.951728
103,-8.055605000000012,-34.951728
104,-8.055605000000012,-34.951728
106,-8.055605000000012,-34.951728
107,-8.055605000000012,-34.951728
108,-8.055605000000012,-34.951728
111,-8.055605000000012,-34.951728
118,-8.055605000000012,-34.951728
119,-8.055605000000012,-34.951728
122,-8.055605000000012,-34.951728
131,-8.055605000000012,-34.951728
132,-8.055605000000012,-34.951728
135,-8.055605000000012,-34.951728
144,-8.055605000000012,-34.951728
149,-8.055605000000012,-34.951728
151,-8.055605000000012,-34.951728
157,-8.055605000000012,-34.951728
164,-8.055605000000012,-34.951728
167,-8.055605000000012,-34.951728
168,-8.055605000000012,-34.951728
169,-8.055605000000012,-34.951728
172,-8.055605000000012,-34.951728
176,-8.055605000000012,-34.951728
177,-8.055605000000012,-34.951728
179,-8.055605000000012,-34.951728
180,-8.055605000000012,-34.951728
181,-8.055605000000012,-34.951728
185,-8.055605000000012,-34.951728
196,-8.055605000000012,-34.951728
199,-8.055605000000012,-34.951728
209,-8.055605000000012,-34.951728
211,-8.055605000000012,-34.951728
212,-8.055605000000012,-34.951728
214,-8.055605000000012,-34.951728
217,-8.055605000000012,-34.951728
218,-8.055605000000012,-34.951728
221,-8.055605000000012,-34.951728
222,-8.055605000000012,-34.951728
229,-8.055605000000012,-34.951728
230,-8.055605000000012,-34.951728
233,-8.055605000000012,-34.951728
239,-8.055605000000012,-34.951728
245,-8.055605000000012,-34.951728
247,-8.055605000000012,-34.951728
248,-8.055605000000012,-34.951728
251,-8.055605000000012,-34.951728
252,-8.055605000000012,-34.951728
257,-8.055605000000012,-34.951728
263,-8.055605000000012,-34.951728
265,-8.055605000000012,-34.951728
